Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2002,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (500 TO 999 TAPS),"9,864",
CENSUS,2002,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"63,187",
CENSUS,2002,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,016",
CENSUS,2002,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,
CENSUS,2002,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,2002,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,306,
CENSUS,2002,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,2002,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,
CENSUS,2002,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,6,
CENSUS,2002,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (1 TO 99 TAPS),"4,859",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (1,000 TO 1,999 TAPS)","491,034",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (10,000 OR MORE TAPS)","415,725",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (100 TO 499 TAPS),"148,846",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (2,000 TO 2,999 TAPS)","338,121",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (3,000 TO 4,999 TAPS)","412,732",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (5,000 OR MORE TAPS)","838,321",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (5,000 TO 9,999 TAPS)","422,596",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (500 TO 999 TAPS),"241,778",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,475,691",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (1 TO 99 TAPS),103,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (1,000 TO 1,999 TAPS)",377,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (10,000 OR MORE TAPS)",26,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (100 TO 499 TAPS),537,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (2,000 TO 2,999 TAPS)",147,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (3,000 TO 4,999 TAPS)",115,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (5,000 OR MORE TAPS)",90,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (5,000 TO 9,999 TAPS)",64,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (500 TO 999 TAPS),354,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,"1,723",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (1 TO 99 TAPS),103,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (1,000 TO 1,999 TAPS)",377,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (10,000 OR MORE TAPS)",26,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (100 TO 499 TAPS),537,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (2,000 TO 2,999 TAPS)",147,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (3,000 TO 4,999 TAPS)",115,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (5,000 OR MORE TAPS)",90,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (5,000 TO 9,999 TAPS)",64,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (500 TO 999 TAPS),354,
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,"1,723",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (1 TO 99 TAPS),"1,059",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (1,000 TO 1,999 TAPS)","99,993",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (10,000 OR MORE TAPS)","109,556",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (100 TO 499 TAPS),"27,821",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (2,000 TO 2,999 TAPS)","73,780",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (3,000 TO 4,999 TAPS)","93,087",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (5,000 OR MORE TAPS)","216,019",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (5,000 TO 9,999 TAPS)","106,463",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (500 TO 999 TAPS),"48,441",
CENSUS,2002,YEAR,,STATE,VERMONT,50,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"560,200",
CENSUS,2002,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"28,864",
CENSUS,2002,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,26,
CENSUS,2002,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,26,
CENSUS,2002,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"4,408",
CENSUS,2002,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"20,613",
CENSUS,2002,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,57,
CENSUS,2002,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,57,
CENSUS,2002,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,853",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (1 TO 99 TAPS),"13,783",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (1,000 TO 1,999 TAPS)","131,748",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (10,000 OR MORE TAPS)","62,000",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (100 TO 499 TAPS),"111,253",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (2,000 TO 2,999 TAPS)","99,605",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (3,000 TO 4,999 TAPS)","56,220",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (5,000 OR MORE TAPS)","134,300",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,"TAPS: (5,000 TO 9,999 TAPS)","72,300",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TAPS,TAPS: (500 TO 999 TAPS),"62,847",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"609,756",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (1 TO 99 TAPS),323,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (1,000 TO 1,999 TAPS)",108,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (10,000 OR MORE TAPS)",6,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (100 TO 499 TAPS),465,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (2,000 TO 2,999 TAPS)",43,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (3,000 TO 4,999 TAPS)",15,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (5,000 OR MORE TAPS)",18,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,"TAPS: (5,000 TO 9,999 TAPS)",12,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TAPS,TAPS: (500 TO 999 TAPS),95,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,"1,067",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (1 TO 99 TAPS),323,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (1,000 TO 1,999 TAPS)",108,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (10,000 OR MORE TAPS)",6,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (100 TO 499 TAPS),465,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (2,000 TO 2,999 TAPS)",43,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (3,000 TO 4,999 TAPS)",15,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (5,000 OR MORE TAPS)",18,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,"TAPS: (5,000 TO 9,999 TAPS)",12,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TAPS,TAPS: (500 TO 999 TAPS),95,
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,"1,067",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (1 TO 99 TAPS),"2,930",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (1,000 TO 1,999 TAPS)","24,068",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (10,000 OR MORE TAPS)","8,784",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (100 TO 499 TAPS),"21,910",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (2,000 TO 2,999 TAPS)","18,874",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (3,000 TO 4,999 TAPS)","9,760",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (5,000 OR MORE TAPS)","19,694",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,"TAPS: (5,000 TO 9,999 TAPS)","10,910",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TAPS,TAPS: (500 TO 999 TAPS),"13,620",
CENSUS,2002,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"110,856",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"4,770",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,21,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"4,030",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,21,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"17,097",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,43,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,MIDDLESEX,7,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,561,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,MIDDLESEX,7,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,10,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"5,972",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,16,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"3,725",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"11,110",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,27,
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,769",
CENSUS,1997,YEAR,,COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,13,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,460",
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"4,300",
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"15,210",
CENSUS,1997,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,11,
